-- JAN
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R00001', 1, '01-JAN-2020', '03-JAN-2020' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01533', 86, '19-JUN-2021', '21-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01534', 87, '20-JUN-2021', '22-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01535', 88, '20-JUN-2021', '22-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01536', 89, '20-JUN-2021', '22-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01537', 90, '21-JUN-2021', '23-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01538', 91, '21-JUN-2021', '23-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01539', 92, '21-JUN-2021', '23-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01540', 93, '22-JUN-2021', '24-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01541', 94, '22-JUN-2021', '24-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01542', 95, '22-JUN-2021', '24-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01543', 96, '23-JUN-2021', '25-JUN-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01544', 97, '23-JUN-2021', '25-JUN-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01545', 98, '24-JUN-2021', '26-JUN-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01546', 99, '24-JUN-2021', '26-JUN-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01547', 100, '25-JUN-2021', '27-JUN-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01548', 1, '25-JUN-2021', '27-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01549', 2, '26-JUN-2021', '28-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01550', 3, '26-JUN-2021', '28-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01551', 4, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01552', 5, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01553', 6, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01554', 7, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01555', 8, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01556', 9, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01557', 10, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01558', 11, '27-JUN-2021', '29-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01559', 12, '28-JUN-2021', '30-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01560', 13, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01561', 14, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01562', 15, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01563', 16, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01564', 17, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01565', 18, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01566', 19, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01567', 20, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01568', 21, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01569', 22, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01570', 23, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01571', 24, '28-JUN-2021', '30-JUN-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01572', 25, '28-JUN-2021', '30-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01573', 26, '28-JUN-2021', '30-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01574', 27, '28-JUN-2021', '30-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01575', 28, '28-JUN-2021', '30-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01576', 29, '28-JUN-2021', '30-JUN-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01577', 30, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01578', 31, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01579', 32, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01580', 33, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01581', 34, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01582', 35, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01583', 36, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01584', 37, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01585', 38, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01586', 39, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01587', 40, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01587', 101, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01587', 104, '29-JUN-2021', '01-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01588', 41, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01589', 42, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01590', 43, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01591', 44, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01592', 45, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01592', 107, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01592', 108, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01593', 46, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01594', 47, '30-JUN-2021', '02-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01595', 48, '30-JUN-2021', '02-JUL-2021' , 2);



--stopped here
-- JUL
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01596', 49, '01-JUL-2021', '03-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01597', 50, '01-JUL-2021', '03-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01598', 51, '01-JUL-2021', '03-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01599', 52, '02-JUL-2021', '04-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01600', 53, '02-JUL-2021', '04-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01601', 54, '02-JUL-2021', '04-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01602', 55, '02-JUL-2021', '04-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01603', 56, '03-JUL-2021', '05-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01604', 57, '03-JUL-2021', '05-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01605', 58, '03-JUL-2021', '05-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01606', 59, '04-JUL-2021', '06-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01607', 60, '04-JUL-2021', '06-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01608', 61, '04-JUL-2021', '06-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01609', 62, '05-JUL-2021', '07-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01610', 63, '05-JUL-2021', '07-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01611', 64, '05-JUL-2021', '07-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01612', 65, '06-JUL-2021', '08-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01613', 66, '06-JUL-2021', '08-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01614', 67, '06-JUL-2021', '07-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01615', 68, '07-JUL-2021', '09-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01616', 69, '07-JUL-2021', '09-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01617', 70, '07-JUL-2021', '09-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01618', 71, '08-JUL-2021', '10-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01619', 72, '08-JUL-2021', '10-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01620', 73, '08-JUL-2021', '10-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01621', 74, '09-JUL-2021', '11-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01622', 75, '09-JUL-2021', '11-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01623', 76, '09-JUL-2021', '11-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01624', 77, '10-JUL-2021', '12-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01625', 78, '10-JUL-2021', '12-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01626', 79, '10-JUL-2021', '12-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01627', 80, '11-JUL-2021', '13-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01628', 81, '11-JUL-2021', '13-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01629', 82, '11-JUL-2021', '13-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01630', 83, '12-JUL-2021', '14-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01631', 84, '12-JUL-2021', '14-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01632', 85, '12-JUL-2021', '14-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01633', 86, '13-JUL-2021', '15-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01634', 87, '13-JUL-2021', '15-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01635', 88, '13-JUL-2021', '15-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01636', 89, '14-JUL-2021', '16-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01637', 90, '14-JUL-2021', '16-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01638', 91, '14-JUL-2021', '16-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01639', 92, '15-JUL-2021', '17-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01640', 93, '15-JUL-2021', '17-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01641', 94, '15-JUL-2021', '17-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01642', 95, '16-JUL-2021', '18-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01643', 96, '16-JUL-2021', '18-JUL-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01644', 97, '16-JUL-2021', '18-JUL-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01645', 98, '17-JUL-2021', '19-JUL-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01646', 99, '17-JUL-2021', '19-JUL-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01647', 100, '17-JUL-2021', '19-JUL-2021' , 5);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01648', 1, '18-JUL-2021', '20-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01649', 2, '18-JUL-2021', '20-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01650', 3, '18-JUL-2021', '20-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01651', 4, '19-JUL-2021', '21-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01652', 5, '19-JUL-2021', '21-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01652', 101, '19-JUL-2021', '21-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01652', 103, '19-JUL-2021', '21-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01653', 6, '19-JUL-2021', '21-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01654', 7, '20-JUL-2021', '22-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01655', 8, '20-JUL-2021', '22-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01656', 9, '20-JUL-2021', '22-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01657', 10, '21-JUL-2021', '23-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01658', 11, '21-JUL-2021', '23-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01659', 12, '21-JUL-2021', '23-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01660', 13, '22-JUL-2021', '24-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01661', 14, '22-JUL-2021', '24-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01662', 15, '22-JUL-2021', '24-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01663', 16, '23-JUL-2021', '25-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01664', 17, '23-JUL-2021', '25-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01665', 18, '24-JUL-2021', '26-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01666', 19, '24-JUL-2021', '26-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01667', 20, '25-JUL-2021', '27-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01667', 104, '25-JUL-2021', '27-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01667', 105, '25-JUL-2021', '27-JUL-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01668', 21, '25-JUL-2021', '27-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01669', 22, '26-JUL-2021', '28-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01670', 23, '26-JUL-2021', '28-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01671', 24, '27-JUL-2021', '29-JUL-2021' , 4);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01672', 25, '27-JUL-2021', '29-JUL-2021' , 2);





-- AUG
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01673', 26, '01-AUG-2021', '03-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01674', 27, '01-AUG-2021', '03-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01675', 28, '01-AUG-2021', '03-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01676', 29, '02-AUG-2021', '04-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01677', 30, '02-AUG-2021', '04-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01678', 31, '02-AUG-2021', '04-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01679', 32, '02-AUG-2021', '04-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01679', 105, '02-AUG-2021', '04-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01679', 107, '02-AUG-2021', '04-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01680', 33, '03-AUG-2021', '05-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01681', 34, '03-AUG-2021', '05-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01682', 35, '03-AUG-2021', '05-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01683', 36, '04-AUG-2021', '06-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01684', 37, '04-AUG-2021', '06-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01685', 38, '04-AUG-2021', '06-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01686', 39, '05-AUG-2021', '07-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01687', 40, '05-AUG-2021', '07-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01688', 41, '05-AUG-2021', '07-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01689', 42, '06-AUG-2021', '08-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01689', 108, '06-AUG-2021', '08-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01689', 101, '06-AUG-2021', '08-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01690', 43, '06-AUG-2021', '08-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01691', 44, '06-AUG-2021', '08-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01692', 45, '07-AUG-2021', '09-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01693', 46, '07-AUG-2021', '09-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01694', 47, '07-AUG-2021', '09-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01695', 48, '08-AUG-2021', '10-AUG-2021' , 2);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01696', 49, '08-AUG-2021', '10-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01697', 50, '08-AUG-2021', '10-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01698', 51, '09-AUG-2021', '11-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01699', 52, '09-AUG-2021', '11-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01700', 53, '09-AUG-2021', '11-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01701', 54, '10-AUG-2021', '12-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01702', 55, '10-AUG-2021', '12-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01703', 56, '10-AUG-2021', '12-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01704', 57, '11-AUG-2021', '13-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01705', 58, '11-AUG-2021', '13-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01706', 59, '11-AUG-2021', '13-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01707', 60, '12-AUG-2021', '14-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01708', 61, '12-AUG-2021', '14-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01709', 62, '12-AUG-2021', '14-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01710', 63, '13-AUG-2021', '15-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01711', 64, '13-AUG-2021', '15-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01712', 65, '13-AUG-2021', '15-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01713', 66, '14-AUG-2021', '16-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01714', 67, '14-AUG-2021', '16-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01715', 68, '14-AUG-2021', '16-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01716', 69, '15-AUG-2021', '17-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01717', 70, '15-AUG-2021', '17-AUG-2021' , 3);
insert into RoomLeased values (SEQ_ROOMLEASED_ID.NEXTVAL, 'R01718', 71, '15-AUG-2021', '17-AUG-2021' , 3);
